keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
card.napoleon.guard_charge.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,军团,Легион,Legião,Legion,Legion
card.napoleon.breakthrough_advance.name,전선 돌파,Breakthrough Advance,Avance de percée,Avanzata di svolta,Avance de ruptura,戦線突破,Διάσπαση Μετώπου,战线突破,战线突破,Прорыв и наступление,Avanço de Penetração,Przełomowy Atak,Durchbruch-Vorstoß
card.napoleon.breakthrough_advance.archetype,돌격,Assault,Assaut,Assalto,Asalto,突撃,Έφοδος,突击,突击,Штурм,Assalto,Szturm,Sturmangriff
card.napoleon.commanders_eye.name,지휘관의 눈,Commander's Eye,Oeil du commandant,Occhio del comandante,Ojo del comandante,指揮官の目,Μάτι του Διοικητή,指挥官之眼,指挥官之眼,Глаз командира,Olho do Comandante,Oko Dowódcy,Auge des Befehlshabers
card.napoleon.commanders_eye.archetype,지휘,Command,Commandement,Comando,Mando,指揮,Διοίκηση,指挥,指挥,Командование,Comando,Dowodzenie,Befehl
card.napoleon.supply_line_secured.name,보급선 확보,Supply Line Secured,Ligne de ravitaillement sécurisée,Linea di rifornimento assicurata,Línea de suministros asegurada,補給線確保,Εξασφάλιση Γραμμής Εφοδιασμού,确保补给线,确保补给线,Линия снабжения обеспечена,Linha de Suprimento Garantida,Linia Zaopatrzenia Zabezpieczona,Versorgungslinie gesichert
card.napoleon.supply_line_secured.archetype,지휘,Command,Commandement,Comando,Mando,指揮,Διοίκηση,指挥,指挥,Командование,Comando,Dowodzenie,Befehl
card.napoleon.artillery_gather.name,포병 집결,Artillery Gather,Rassemblement d'artillerie,Raduno d'artiglieria,Reunión de artillería,砲兵集結,Συγκέντρωση Πυροβολικού,炮兵集结,炮兵集结,Сбор артиллерии,Concentração de Artilharia,Skupienie Artylerii,Artillerie-Sammlung
card.napoleon.artillery_gather.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,军团,Легион,Legião,Legion,Legion
card.napoleon.mobile_firing.name,기동 사격,Mobile Firing,Tir mobile,Fuoco mobile,Fuego móvil,機動射撃,Κινητά Πυρά,机动射击,机动射击,Мобильный огонь,Disparo Móvel,Ostrzał Mobilny,Mobiles Feuer
card.napoleon.mobile_firing.archetype,돌격,Assault,Assaut,Assalto,Asalto,突撃,Έφοδος,突击,突击,Штурм,Assalto,Szturm,Sturmangriff
card.napoleon.bridgehead_capture.name,교두보 점령,Bridgehead Capture,Capture de tête de pont,Cattura della testa di ponte,Captura de cabeza de puente,橋頭堡占領,Κατάληψη Προγεφυρώματος,占领桥头堡,占领桥头堡,Захват плацдарма,Captura de Cabeça de Ponte,Zdobycie Przyczółka,Brückenkopf erobern
card.napoleon.bridgehead_capture.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,军团,Легион,Legião,Legion,Legion
card.napoleon.imperial_artillery.name,황실 포병대,Imperial Artillery,Artillerie impériale,Artiglieria imperiale,Artillería imperial,皇室砲兵隊,Αυτοκρατορικό Πυροβολικό,皇室炮兵队,皇室炮兵队,Императорская артиллерия,Artilharia Imperial,Artyleria Cesarska,Kaiserliche Artillerie
card.napoleon.imperial_artillery.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,军团,Легион,Legião,Legion,Legion
card.napoleon.imperial_infantry_call.name,제국 보병 소집,Imperial Infantry Call,Appel de l'infanterie impériale,Chiamata della fanteria imperiale,Llamada de infantería imperial,帝国歩兵召集,Κλήση Αυτοκρατορικού Πεζικού,帝国步兵集结,帝国步兵集结,Призыв Императорской пехоты,Convocação da Infantaria Imperial,Wezwanie Cesarskiej Piechoty,Aufruf der Kaiserlichen Infanterie
card.napoleon.imperial_infantry_call.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,军团,Легион,Legião,Legion,Legion
card.napoleon.austerlitz_maneuver.name,아우스터리츠 기동,Austerlitz Maneuver,Manoeuvre d'Austerlitz,Manovra di Austerlitz,Maniobra de Austerlitz,アウステルリッツ起動,Ελιγμός του Άουστερλιτς,奥斯特里茨机动,奥斯特里茨机动,Маневр под Аустерлицем,Manobra de Austerlitz,Manewr Austerlitz,Austerlitz-Manöver
card.napoleon.austerlitz_maneuver.archetype,돌격,Assault,Assaut,Assalto,Asalto,突撃,Έφοδος,突击,突击,Штурм,Assalto,Szturm,Sturmangriff
card.napoleon.waterloo_resolve.name,워털루 이전의 결의,Waterloo Resolve,Résolution de Waterloo,Risoluzione di Waterloo,Resolución de Waterloo,ワーテルローの決意,Απόφαση του Βατερλώ,滑铁卢的决心,滑铁卢的决心,Решимость Ватерлоо,Determinação de Waterloo,Determinacja Waterloo,Waterloo-Entschluss
card.napoleon.waterloo_resolve.archetype,지휘,Command,Commandement,Comando,Mando,指揮,Διοίκηση,指挥,指挥,Командование,Comando,Dowodzenie,Befehl
card.napoleon.eagle_standard.name,독수리 군기,Eagle Standard,Aigle impériale,Aquila imperiale,Águila imperial,鷲の軍旗,Αετός-Λάβαρο,鹰旗,鹰旗,Орлиный штандарт,Estandarte da Águia,Sztandar Orła,Adler-Standarte
card.napoleon.eagle_standard.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,军团,Легион,Legião,Legion,Legion
card.napoleon.victory_proclamation.name,승리의 포고,Victory Proclamation,Proclamation de victoire,Proclamazione di vittoria,Proclamación de victoria,勝利の布告,Διακήρυξη Νίκης,胜利宣言,胜利宣言,Прокламация победы,Proclamação de Vitória,Proklamacja Zwycięstwa,Sieges-Proklamation
card.napoleon.victory_proclamation.archetype,지휘,Command,Commandement,Comando,Mando,指揮,Διοίκηση,指挥,指挥,Командование,Comando,Dowodzenie,Befehl
card.napoleon.great_army_siege.name,대육군 포위전,Great Army Siege,Siège de la Grande Armée,Assedio della Grande Armée,Asedio de la Gran Armada,大陸軍包囲戦,Πολιορκία της Μεγάλης Στρατιάς,大军团围攻战,大军团围攻战,Осада Великой армии,Cerco da Grande Armée,Oblężenie Wielkiej Armii,Belagerung der Großen Armee
card.napoleon.great_army_siege.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,军团,Легион,Legião,Legion,Legion
card.napoleon.emperors_encirclement.name,황제의 포위령,Emperor's Encirclement,Encerclement de l'Empereur,Accerchiamento dell'Imperatore,Cercado del Emperador,皇帝の包囲令,Κυκλωτική Κίνηση του Αυτοκράτορα,皇帝的包围令,皇帝的包围令,Окружение Императора,Cerco do Imperador,Oblężenie Cesarza,Einkreisung des Kaisers
card.napoleon.emperors_encirclement.archetype,지휘,Command,Commandement,Comando,Mando,指揮,Διοίκηση,指挥,指挥,Командование,Comando,Dowodzenie,Befehl
card.napoleon.one_man_army.name,일기당천,One Man Army,Un homme à lui seul une armée,Esercito di un solo uomo,Ejército de un solo hombre,一騎当千,Στρατός ενός Ανδρός,一骑当千,一骑当千,Армия одного,Exército de Um Homem,Armia Jednego,Ein-Mann-Armee
card.napoleon.one_man_army.archetype,돌격,Assault,Assaut,Assalto,Asalto,突撃,Έφοδος,突击,突击,Штурм,Assalto,Szturm,Sturmangriff
card.napoleon.strategic_retreat.name,전략적 후퇴,Strategic Retreat,Retraite stratégique,Ritirata strategica,Retirada estratégica,戦略的後退,Στρατηγική Υποχώρηση,战略性撤退,战略性撤退,Стратегическое отступление,Retirada Estratégica,Strategiczny Odwrót,Strategischer Rückzug
card.napoleon.strategic_retreat.archetype,지휘,Command,Commandement,Comando,Mando,指揮,Διοίκηση,指挥,指挥,Командование,Comando,Dowodzenie,Befehl
card.napoleon.emperors_assault.name,황제의 돌격,Emperor's Assault,Assaut de l'Empereur,Assalto dell'Imperatore,Asalto del Emperador,皇帝の突撃,Έφοδος του Αυτοκράτορα,皇帝的突击,皇帝的突击,Штурм Императора,Assalto do Imperador,Szturm Cesarza,Sturm des Kaisers
card.napoleon.emperors_assault.archetype,돌격,Assault,Assaut,Assalto,Asalto,突撃,Έφοδος,突击,突击,Штурм,Assalto,Szturm,Sturmangriff
card.napoleon.empire_glory.name,제국의 영광,Empire Glory,Gloire de l'Empire,Gloria dell'Impero,Gloria del Imperio,帝国の栄光,Δόξα της Αυτοκρατορίας,帝国荣光,帝国荣光,Слава Империи,Glória do Império,Chwała Imperium,Ruhm des Imperiums
card.napoleon.empire_glory.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,军团,Легион,Legião,Legion,Legion
card.napoleon.emperors_power.name,황제의 권능,Emperor's Power,Pouvoir de l'Empereur,Potere dell'Imperatore,Poder del Emperador,皇帝の権能,Δύναμη του Αυτοκράτορα,皇帝的权能,皇帝的权能,Сила Императора,Poder do Imperador,Moc Cesarza,Macht des Kaisers
card.napoleon.emperors_power.archetype,돌격,Assault,Assaut,Assalto,Asalto,突撃,Έφοδος,突击,突击,Штурм,Assalto,Szturm,Sturmangriff
card.napoleon.conquest_decree.name,정복 칙령,Conquest Decree,Décret de conquête,Decreto di conquista,Decreto de conquista,征服の勅令,Διάταγμα κατάκτησης,征服令,征服令,Декрет о завоевании,Decreto de Conquista,Dekret Podboju,Erlass der Eroberung
card.napoleon.conquest_decree.archetype,돌격,Assault,Assaut,Assalto,Asalto,突撃,Έφοδος,突击,突击,Штурм,Assalto,Szturm,Sturmangriff
card.napoleon.alps_crossing.name,알프스 횡단,Alps Crossing,Traversée des Alpes,Attraversamento delle Alpi,Cruce de los Alpes,アルプス越え,Διάσχιση των Άλπεων,翻越阿尔卑斯,翻越阿尔卑斯,Переход через Альпы,Travessia dos Alpes,Przejście Alp,Alpenüberquerung
card.napoleon.alps_crossing.archetype,돌격,Assault,Assaut,Assalto,Asalto,突撃,Έφοδος,突击,突击,Штурм,Assalto,Szturm,Sturmangriff
card.napoleon.emperors_legion.name,황제의 군단,Emperor's Legion,Légion de l'Empereur,Legione dell'Imperatore,Legión del Emperador,皇帝の軍団,Λεγεώνα του Αυτοκράτορα,皇帝的军团,皇帝的军团,Легион Императора,Legião do Imperador,Legion Cesarza,Legion des Kaisers
card.napoleon.emperors_legion.archetype,군단,Legion,Légion,Legione,Legión,軍団,Λεγεώνα,军团,軍團,Легион,Legião,Legion,Legion
card.napoleon.emperors_will.name,황제의 의지,Emperor's Will,Volonté de l'Empereur,Volontà dell'Imperatore,Voluntad del Emperador,皇帝の意志,Θέληση του Αυτοκράτορα,皇帝的意志,皇帝的意志,Воля Императора,Vontade do Imperador,Wola Cesarza,Wille des Kaisers
card.napoleon.emperors_will.archetype,지휘,Command,Commandement,Comando,Mando,指揮,Διοίκηση,指挥,指挥,Командование,Comando,Dowodzenie,Befehl
card.napoleon.reconnaissance.name,정찰,Reconnaissance,Reconnaissance,Ricognizione,Reconocimiento,偵察,Αναγνώριση,侦察,侦察,Разведка,Reconhecimento,Rozpoznanie,Aufklärung
card.napoleon.reconnaissance.archetype,지휘,Command,Commandement,Comando,Mando,指揮,Διοίκηση,指挥,指挥,Командование,Comando,Dowodzenie,Befehl
card.cleopatra.strike.name,스트라이크,Strike,Frappe,Colpo,Golpe,ストライク,Χτύπημα,打击,打击,Удар,Golpe,Cios,Schlag
card.cleopatra.strike.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.defend.name,디펜드,Defend,Défense,Difesa,Defensa,ディフェンド,Άμυνα,防御,防御,Защита,Defesa,Obrona,Verteidigung
card.cleopatra.defend.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.venom_needle.name,독침,Venom Needle,Aiguille de venin,Ago avvelenato,Aguja de veneno,毒針,Βελόνα Δηλητηρίου,毒针,毒针,Ядовитая игла,Agulha de Veneno,Trująca Igła,Giftnadel
card.cleopatra.venom_needle.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.royal_guard.name,왕실 방어,Royal Guard,Garde royale,Guardia reale,Guardia real,王室防衛,Βασιλική Φρουρά,王室防御,王室防御,Королевская стража,Guarda Real,Straż Królewska,Königliche Garde
card.cleopatra.royal_guard.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.poison_seed.name,독의 씨앗,Poison Seed,Graine de poison,Seme del veleno,Semilla de veneno,毒の種,Σπόρος Δηλητηρίου,毒之种,毒之种,Семя яда,Semente de Veneno,Nasienie Trucizny,Giftsamen
card.cleopatra.poison_seed.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.isis_blessing.name,이시스의 가호,Isis' Blessing,Bénédiction d'Isis,Benedizione di Iside,Bendición de Isis,イシスの加護,Ευλογία της Ίσιδας,伊西斯的加护,伊西斯的加护,Благословение Исиды,Bênção de Ísis,Błogosławieństwo Izydy,Segen der Isis
card.cleopatra.isis_blessing.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.asp_fang.name,아스프의 독니,Asp Fang,Croc d'aspic,Zanna d'aspide,Colmillo de áspid,アスプの毒牙,Δόντι της Ασπίδας,阿斯普毒牙,阿斯普毒牙,Клык аспида,Presa de Áspide,Kieł Żmii,Vipernzahn
card.cleopatra.asp_fang.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.desert_poison_dance.name,사막의 독무,Desert Poison Dance,Danse du poison du désert,Danza del veleno del deserto,Danza del veneno del desierto,砂漠の毒舞,Χορός του Δηλητηρίου της Ερήμου,沙漠毒舞,沙漠毒舞,Пустынный танец яда,Dança do Veneno do Deserto,Pustynny Taniec Trucizny,Wüsten-Gifttanz
card.cleopatra.desert_poison_dance.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.cursed_gaze.name,저주의 시선,Cursed Gaze,Regard maudit,Sguardo maledetto,Mirada maldita,呪いの視線,Καταραμένο Βλέμμα,诅咒之视,诅咒之视,Проклятый взгляд,Olhar Amaldiçoado,Przeklęte Spojrzenie,Verfluchter Blick
card.cleopatra.cursed_gaze.archetype,저주,Curse,Malédiction,Maledizione,Maldición,呪い,Κατάρα,诅咒,诅咒,Проклятие,Maldição,Klątwa,Fluch
card.cleopatra.temptation.name,유혹,Temptation,Tentation,Tentazione,Tentación,誘惑,Πειρασμός,诱惑,诱惑,Искушение,Tentação,Pokusa,Versuchung
card.cleopatra.temptation.archetype,조종,Control,Contrôle,Controllo,Control,操縦,Έλεγχος,操控,操控,Контроль,Controle,Kontrola,Kontrolle
card.cleopatra.nile_mist.name,나일의 안개,Nile Mist,Brume du Nil,Nebbia del Nilo,Niebla del Nilo,ナイルの霧,Ομίχλη του Νείλου,尼罗河之雾,尼罗河之雾,Туман Нила,Névoa do Nilo,Mgła Nilu,Nil-Nebel
card.cleopatra.nile_mist.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
card.cleopatra.serpent_grasp.name,독사의 마수,Serpent Grasp,Emprise du serpent,Presa del serpente,Agarre de serpiente,毒蛇の魔手,Άρπαγμα του Φιδιού,毒蛇魔手,毒蛇魔手,Хватка змея,Garra da Serpente,Uchwyt Węża,Schlangengriff
card.cleopatra.serpent_grasp.archetype,독살,Poisoning,Empoisonnement,Avvelenamento,Envenenamiento,毒殺,Δηλητηρίαση,毒杀,毒杀,Отравление,Envenenamento,Zatruwanie,Vergiftung
